Offense Validation CD,Offense Code,Offense Txn Type CD,Offense Statute,Offense Type of Statute CD,Statute Literal 25,Offense Default Type of Charge,Offense Type of Charge,Offense Literal Identifier CD,Offense Degree,BCS Hierarchy CD,Offense Enacted,Offense Repealed,ALPS Cognizant CD
1,52385,1,171D(B),PC,LOADED GUN:ST OFCR RES GR,,F,,,64100,19670728,,*
1,52386,1,171D(B),PC,LOADED GUN:ST OFCR RES GR,*,M,,,91540,19670728,,*
2,52146,1,171D.2,PC,LOADED GUN ST OFF RES GRD,,F,,,64100,19670728,20061230,*
1,53012,1,171F.1,PC,REMAIN IN LEGIS CHAMBER,,M,,,134300,19691110,,*
1,53013,1,171F.2,PC,DISRUPT STATE CAPITOL BUS,,M,,,128800,19691110,,*
1,41080,1,172(A),PC,SELL LIQUOR NEAR PRISON,,M,SLP,,138900,18720101,,*
1,41004,1,172A,PC,SELL LIQ NEAR UNIVERSITY,,M,,,138900,19090101,,*
2,41005,1,172B.1,PC,SELL LIQUOR NEAR UCLA,,M,,,82800,19510922,20201111,*
2,41006,1,172D.1,PC,SELL LIQ NEAR UC RIVERSDE,,M,,,82900,19530909,20201112,*
2,41007,1,172G.1,PC,SELL LIQ NR CRTN COLL/UNV,,M,,,82750,19630920,20201112,*
1,41009,1,172L,PC,SELL LIQ NR CLAREMNT COLL,,M,,,83200,19691110,,*
1,3004,1,173,PC,IMPORT FOREIGN CONVICTS,,M,,,143400,18720101,,*
1,56007,1,181,PC,INFRINGE PERSONAL LIBERTY,,F,,,21200,19010101,,*
1,46028,1,182(A)(1),PC,CONSPIRACY:COMMIT CRIME,,F,,,77300,19900101,,*
1,46038,1,182(A)(1),PC,CONSPIRACY:COMMIT CRIME,*,M,,,92600,19900101,,*
1,46029,1,182(A)(2),PC,CONSP:FALSE/ETC INDICTMNT,,F,,,77300,19900101,,*
1,46044,1,182(A)(2),PC,CONSP: FALSE INDICTMENT,*,M,,,92600,19900101,,*
2,46030,1,182(A)(3),PC,CNSP:FLS MNTN/ETC SUIT/ET,,F,,,77300,19900101,20201124,*
1,46045,1,182(A)(3),PC,CONSP: FLS MAINTAIN SUIT,*,M,,,92600,19900101,,*
2,26596,1,182(A)(4),PC,CONSPIRACY/DEFRAUD/PROP,*,M,,,92600,18000101,20201102,*
2,46031,1,182(A)(4),PC,CONSPIRE:DEFRAUD/ETC PRSN,,F,,,49600,19900101,20201104,*
2,46032,1,182(A)(5),PC,CONSPRCY:OBST JUSTICE/ETC,,F,,,77300,19900101,20201104,*
1,46046,1,182(A)(5),PC,CONSP: INJUROIUS TO PUB,*,M,,,92600,19900101,,*
1,46033,1,182(A)(6),PC,CONSP:AGAINST EXEC OFICER,,F,,,3900,19900101,,*
1,46035,1,182.5,PC,CONSPIRE COMMIT FEL:GANG,,F,,,77300,20000307,,*
1,46047,1,182.5,PC,CONSP COMMIT FEL GANG ACT,*,M,,,92600,20000307,,*
1,48018,1,185,PC,WEAR MASK UNLAWFL PURPOSE,,M,,,143500,18720101,,*
1,47002,1,186.10(A),PC,MONEY LAUNDERING,,F,,,72700,19870101,,*
1,47006,1,186.10(A),PC,MONEY LAUNDERING,*,M,,,96700,19870101,,*
1,66062,1,186.22(A),PC,PARTICIPATE:CRIM ST GANG,,F,,,77820,19930101,,*
1,66107,1,186.22(A),PC,PARTICIPATE:CRIME ST GANG,*,M,,,96600,19930101,,*
2,66149,1,186.22(B)(1),PC,PROMOTE/ETC CRIM ST GANG,,F,,,21400,19930101,,*
1,66130,1,186.22(D),PC,CRIM ST GANG:PUB OFF CONV,*,M,,,81610,19930101,,*
1,66131,1,186.22(D),PC,CRIM ST GANG:PUB OFF CONV,,F,,,78090,19930101,,*
2,66081,1,186.26(A),PC,VIOL:GET MIN:CRIM ST GANG,,F,VIL,,78090,19940101,,*
1,66128,1,186.26(A),PC,VIOL SOLICIT CRM ST GANG,,F,VIO,,23900,20000307,,*
1,66217,1,186.26(B),PC,SOLICIT BY THREAT ST GANG,,F,,,19700,20000307,,*
2,66121,1,186.26(C),PC,MNR COERC/ETC MNR:ST GANG,*,M,,,103500,19940101,,*
2,66126,1,186.26(C),PC,PHY VIO COERC/ETC ST GANG,,F,,,9400,20000307,20201104,*
1,66105,1,186.28(A),PC,SELL/ETC F/ARM:GANG ACTIV,*,M,,,92500,19930101,,*
1,66106,1,186.28(A),PC,SEL/ETC F/ARM:GANG ACTIVE,,F,,,62020,19930101,,*
1,66129,1,186.33(A),PC,VIOL REG REQ:CRIM ST GANG,,M,,,103500,20000307,,*
1,9005,1,187(A),PC,MURDER,,F,,0,1300,19701123,,*
1,9154,1,187(A),PC,MURDER:FIRST DEGREE,,F,MFD,1,1200,19701123,,*
1,9155,1,187(A),PC,MURDER:SECOND DEGREE,,F,MUS,2,2300,19701123,,*
1,9174,1,187(A),PC,MURDER:SEC DEG ON PO,,F,POS,2,2200,19880607,,*
1,9176,1,187(A),PC,MRDR:1ST DEG:SHOOT F/VEH,,F,SFV,1,1220,19940607,,*
1,9157,1,191.5(A),PC,GR VEH MANSL WHILE INTOX,,F,,,4200,19870101,,*
2,9180,1,191.5(B),PC,GROS VEH MNSL W/VES:INTOX,,F,VES,,4200,19870101,,*
1,9198,1,191.5(B),PC,VEH MANSL WHILE INTOXICAT,*,F,WGN,,23250,20070101,,*
1,9199,1,191.5(B),PC,VEH MANSL WHILE INTOXICAT,,M,,,89300,20070101,,*
1,9146,1,192(A),PC,VOLUNTARY MANSLAUGHTER,,F,,,4700,19840824,,*
1,9147,1,192(B),PC,INVOLUNTARY MANSLAUGHTER,,F,,,15200,19840824,,*
1,9150,1,192(C)(1),PC,VEH MANSL W/GROSS NEG,,F,,,11100,19840824,,*
1,9200,1,192(C)(1),PC,VEH MANSL W/GROSS NEGLNCE,*,M,,,89300,19840824,,*
1,9151,1,192(C)(2),PC,VEH MANSL W/O GROSS NEG,,M,,,89300,19840824,,*
2,9158,1,192(C)(3),PC,DUI VEH MANS W/O GR NEG,,F,DUI,,23250,19870101,,*
1,9201,1,192(C)(3),PC,VEH MNSL:CAUSE ACC F/GAIN,,F,FIN,,4200,20070101,,*
1,9177,1,192.5(A),PC,VEH MNSL W/VESSL W/GR NEG,,F,,,4200,19870101,,*
1,9178,1,192.5(B),PC,VEH MNSL W/VES W/O GR NEG,,M,,,89300,19870101,,*
1,9202,1,192.5(B),PC,VEH MNSL W/VES W/O GR NEG,*,F,,,23250,19870101,,*
2,9179,1,192.5(C),PC,V/MNSL:VES:ALC/DRG:NO NEG,,F,ALC,,23250,19880101,,*
1,9203,1,192.5(C),PC,V/MNSL:VESS WITH/GRS NEGL,,F,GRO,,11100,20070101,,*
1,9204,1,192.5(C),PC,VEH MNSL:VES W/GROS NEGL,*,M,,,89300,20070101,,*
1,9205,1,192.5(D),PC,VEH MNSL:VESS:W/O GRS NEG,,M,,,89300,19880101,,*
1,13005,1,203,PC,MAYHEM,,F,,,10900,18720101,,*
1,13129,1,205,PC,AGGRAVATED MAYHEM,,F,,,1900,19880101,,*
1,13142,1,206,PC,TORTURE,,F,,,1910,19910101,,*
1,10016,1,207(A),PC,KIDNAPPING,,F,,,7000,19830101,,*
1,10017,1,207(B),PC,KIDNAP -14 TO COM L&L,,F,,,2700,19830101,,*
2,10019,1,207(C),PC,KIDNAP:FORC/ETC:TAKE O/ST,,F,,,7000,19830101,20201027,*
1,10022,1,207(D),PC,KIDNAP:FORC/ETC:INTO CA,,F,,,7000,19830101,,*
1,10021,1,208(B),PC,KIDNAP CHILD UNDER 14 YRS,,F,,,2800,19860703,,*
1,10011,1,209(A),PC,KIDNAPPING FOR RANSOM,,F,,,2000,19770701,,*
1,10028,1,209(B)(1),PC,KIDNAP TO COMMIT RAPE,,F,RAP,,2000,20061108,,*
1,10029,1,209(B)(1),PC,KIDNAP TO COMMIT ROBBERY,,F,ROB,,2000,20061108,,*
1,10024,1,209.5(A),PC,KIDNAP DURING CARJACKING,,F,,,2020,19931001,,*
1,10026,1,209.5(B),PC,KIDNAP/CARJACK:VICT MOVED,,F,,,2020,19931001,,*
1,21004,1,210,PC,POSE AS KIDNAPPER:EXTORT,,F,,,18400,19370827,,*
1,56023,1,210.5,PC,USE PERSON AS SHIELD,,F,,,7100,19880101,,*
1,12004,1,211,PC,ROBBERY,,F,,0,8900,18720101,,*
1,12017,1,211,PC,ROBBERY:FIRST DEGREE,,F,RFD,1,8900,18720101,,*
1,12018,1,211,PC,ROBBERY:SECOND DEGREE,,F,,2,14400,18720101,,*
1,12040,1,211,PC,ROBBERY 1ST DEG HOME INV,,F,RHI,1,4790,18720101,,*
4,12007,1,212,PC,FEAR AS ELEMENT ROBBERY,,F,,,14400,18000101,,*
1,26048,1,212(A),LC,NONNEGOTABLE PAYMENT WAGE,,M,,,167700,19370827,,*
4,12032,1,212.5,PC,ROBBERY,,F,,,8900,19870101,,*
1,12030,1,212.5(A),PC,ROB:1ST DEG:CAB/ETC/DWELL,,F,,,8900,19870101,,*
1,12035,1,212.5(B),PC,ROB:FIRST DEGREE:ATM/ETC,,F,ATM,,8900,19950101,,*
1,12036,1,212.5(C),PC,ROBBERY:SECOND DEGREE,,F,,,14400,19950101,,*
1,50118,1,213,WI,CONTEMPT OF COURT:JUV/ETC,,M,,,96415,19770101,,*
1,12039,1,213(A)(1)(A),PC,ROB 1:INHAB DWELL:CONCERT,,F,,,4790,19950101,,*
1,12033,1,213(A)(2),PC,ROBBERY:SECOND DEGREE,,F,,,14400,19870101,,*
1,12011,1,214,PC,TRAIN ROBBERY,,F,,,23600,19050101,,*
1,50127,1,214,WI,FTA JUV COURT/ETC:PROMISE,,M,,,167170,19770101,,*
1,23131,1,215(A),PC,CARJACKING,,F,,,6850,19931001,,*
1,26049,1,216(A),LC,REFUSE TO PAY WAGES DUE,,M,,,167500,19370827,,*
1,13109,1,217.1(A),PC,ASSAULT PUBLIC OFFICIAL,,F,,,37900,19840101,,*
1,13225,1,217.1(A),PC,ASSAULT PUBLIC OFFICIAL,*,M,,,90010,19840101,,*
1,13110,1,217.1(B),PC,ATT MURDER PUB OFCL,,F,,,2400,19840101,,*
1,13010,1,218,PC,ATTEMPT TRAIN WRECKING,,F,,,1600,19050101,,*
1,13214,1,218.1,PC,OBST/DAMAGE/DERAIL TRAIN,,F,,,22700,20060101,,*
1,13215,1,218.1,PC,OBSTR/DAMAGE/DERAIL TRAIN,*,M,,,90700,20060101,,*
2,13011,1,219,PC,TRAIN WRECKING,,F,,,1500,19050101,20201027,*
2,13012,1,219.1,PC,THROW OBJ:COM CARRIER VEH,,F,,,12800,19410913,20201027,*
1,13013,1,219.2,PC,THROW OBJECT AT TRAIN,,F,,,42000,19550907,,*
1,13119,1,219.2,PC,THROW/ETC OBJECT AT TRAIN,*,M,,,90700,19550907,,*
1,13014,1,219.3,PC,THROW OBJ FROM TOLL BRIDG,,M,,,103600,19570911,,*
1,11004,1,220,PC,ASSAULT:COMMIT RAPE,,F,RAP,,11800,18720101,,*
1,11005,1,220,PC,ASSAULT TO COMMIT SODOMY,,F,SOD,,12400,18720101,,*
1,11030,1,220,PC,ASLT:MAYHEM/RAPE/ETC,,F,MRE,,11800,19800101,,*
1,11063,1,220,PC,ASLT:PENETRATE W/OBJECT,,F,OBJ,,12000,19800101,,*
1,11064,1,220,PC,ASSLT TO COMMIT ORAL COP,,F,ORL,,12100,19800101,,*
1,11065,1,220,PC,ASLT:COMIT LEWD/LASC:CHLD,,F,LLC,,11900,19800101,,*
1,11068,1,220,PC,ASLT:RAPE:CONCERT W/OTHER,,F,CRA,,12200,19800101,,*
2,11095,1,220,PC,ASLT W/INT COMT RAPE/ETC,,F,INT,,11800,19800101,,*
1,13016,1,220,PC,ASSAULT TO COMMIT MAYHEM,,F,MAY,,12300,18720101,,*
2,11091,1,220(A),PC,ASLT:W/INTENT TO RAPE,,F,,,11800,20061107,20101231,*
2,11096,1,220(A)(1),PC,ASSAULT:W/INTENT TO RAPE,,F,,,11800,20110101,20201027,*
2,11106,1,220(A)(2),PC,ASSAULT:-18 W/INT TO RAPE,,F,,,3300,20100909,20201124,*
1,11092,1,220(B),PC,ASLT:INTENT RAPE IN 459,,F,,,1760,20061107,,*
1,13018,1,222,PC,GIVE DRUGS AID IN FELONY,,F,,,24202,18720101,,*
1,66133,1,225.5(A),SH,VEND:HWY VISTA POINT/ETC,,M,,,162400,19870101,,*
1,31142,1,226(A),LC,FAIL FURNISH WAGE STATMNT,,M,,,101125,19430501,,*
1,56008,1,236,PC,FALSE IMPRISONMENT,*,M,,,96800,18720101,,*
1,56016,1,236,PC,FALSE IMPRISONMENT,,F,IMP,,33400,19010101,,*
1,56020,1,236,PC,FALSE IMPRISON W/VIOLENCE,,F,VIO,,33400,19010101,,*
1,56037,1,236.1(A),PC,HUMAN TRAFFICKING/LABOR,,F,,,10750,20060101,,*
2,56040,1,236.1(B),PC,HMN TRAFF:DEPR PER LBRTY,,F,,,2495,20121107,20201108,*
2,56038,1,236.1(C),PC,HUMAN TRAFFICKING/-18YRS,,F,,,4650,20060101,20201108,*
1,56027,1,237(A),PC,FALSE IMPRISON:VIOL/ETC,,F,,,33400,19990101,,*
1,56028,1,237(A),PC,FALSE IMPRISONMENT,*,M,,,96800,19990101,,*
1,56029,1,237(B),PC,IMPRISON:ELD/ETC:VIO/ETC,,F,,,21200,19991010,,*
1,31293,1,238.1,LC,FAIL OBEY STOP ORDER VIOL,,M,,,171500,20160101,,*
1,13047,1,240,PC,ASSAULT ON PERSON,,M,AST,,102600,18720101,,*
1,13076,1,240,PC,ASLT PO/EMERG PRSNL/ETC,,M,APO,,90200,19820101,,*
1,13086,1,241(A),PC,ASSAULT ON PERSON,,M,,,102600,19820101,,*
2,13075,1,241(B),PC,ASLT PO/EMERG PRSNL/ETC,,M,,,102600,19820101,20201027,*
1,13207,1,241(C),PC,ASLT PO/FIREFIGHTER/ETC,,M,,,90200,19820101,,*
1,13101,1,241.1,PC,ASLT ON CUSTODIAL OFFICER,,F,,,41200,19810101,,*
1,13194,1,241.1,PC,ASLT ON CUSTODIAL OFFICER,*,M,,,90200,19810101,,*
1,13158,1,241.2(A),PC,ASLT PRSN SCH/PARK PROP,,M,SCH,,90500,19900101,,*
1,13231,1,241.2(A)(1),PC,ASSLT PERSON SCHOOL PROP,,M,,,90500,19830101,,*
1,13171,1,241.3(A),PC,ASLT PRSN:PUB TRANSP/ETC,,M,,,90600,19970101,,*
1,13118,1,241.4,PC,ASLT SCHOOL DISTRICT PO,,F,,,41000,19770101,,*
1,13199,1,241.4,PC,ASLT SCHOOL DISTRICT PO,*,M,,,90200,19770101,,*
1,13208,1,241.5(A),PC,ASLT ON HIGHWAY WORKER,,M,,,90500,20090101,,*
1,13146,1,241.6,PC,ASLT ON SCHOOL EMPLOYEE,,M,,,90500,19900101,,*
1,13159,1,241.7,PC,ASSAULT ON JURORS,,F,,,41250,19870101,,*
4,13045,1,242,PC,BATTERY,,M,BTT,,102700,18720101,,*
1,13048,1,242,PC,BATTERY ON PERSON,*,M,BAT,,102700,18720101,,*
1,13161,1,242,PC,BATT W/SERIOUS BODILY INJ,,F,BWI,,22500,18720101,,*
1,13173,1,242,PC,BAT:SPOUSE/EX SP/DATE/ETC,,M,BSD,,89800,19970101,,*
1,13176,1,242,PC,BATTERY,,F,BAT,,38300,18720101,,*
1,13179,1,242,PC,BAT W/SERIOUS BODILY INJ,,M,SBI,,102700,18720101,,*
1,13183,1,242,PC,BAT EMERGENCY PERSON/ETC,,F,BEP,,38300,19980101,,*
1,13184,1,242,PC,BAT AGAINST PEACE OFFICER,,F,POB,,38300,19980101,,*
4,13064,1,243,PC,BATTERY,,F,BAT,,38300,19650917,19811231,*
1,13082,1,243(A),PC,BATTERY ON PERSON,,M,,,102700,19820101,,*
1,13081,1,243(B),PC,BATT PO/EMERG PRSNL/ETC,,M,,,89800,19820101,,*
1,13226,1,243(C),PC,BATTERY PO/ETC W/INJURY,,F,BPO,,38300,19980101,,*
2,13181,1,243(C)(1),PC,BAT EMERGENCY PERSON/ETC,,F,,,38300,19980101,20201027,*
2,13195,1,243(C)(1),PC,BATT EMERGENCY PERSON/ETC,*,M,,,89800,19980101,20201027,*
1,13182,1,243(C)(2),PC,BATTERY AGAINST PO,,F,,,38300,19980101,,*
1,13200,1,243(C)(2),PC,BATTERY AGAINST PO,*,M,,,89800,19980101,,*
1,13084,1,243(D),PC,BATT W/SERIOUS BODILY INJ,,F,,,22500,19820101,,*
1,13180,1,243(D),PC,BATERY:SERIOUS BODILY INJ,*,M,,,89800,18720101,,*
4,13187,1,243(E),PC,BATTERY:SPOUSE/ETC,,M,,,96800,19990101,,*
1,13174,1,243(E)(1),PC,BAT:SPOUSE/EX SP/DATE/ETC,,M,,,89800,19970101,,*
1,13061,1,243.1,PC,BATT ON CUSTODIAL OFFICER,,F,,,25200,19770701,,*
1,13222,1,243.10(A),PC,BATT AGNST MBR US FORCES,,M,,,89800,20040101,,*
1,13223,1,243.15,PC,BATTERY NONINMATE BY INMT,,F,,,38400,20160101,,*
1,13224,1,243.15,PC,BATTERY NOINMATE BY INMT,*,M,,,89800,20160101,,*
2,13152,1,243.2(A),PC,BAT ON PRSN:SCH/PARK/ETC,,M,PRP,,89800,19900101,,*
1,13198,1,243.2(A)(1),PC,BATT ON PRSN:SCH/HOSP/ETC,,M,,,89800,19900101,,*
1,13203,1,243.25,PC,BATT:ELDER/DEP ADULT,,M,,,89800,20030101,,*
1,13166,1,243.3,PC,BAT:TRNSPORT PRSNL/PASNGR,*,M,TRS,,90000,19880101,,*
1,13167,1,243.3,PC,BAT W/INJ:TRNS WRKR/PSNGR,,F,INJ,,38200,19880101,,*
1,13172,1,243.35(A),PC,BATT PRSN:PUB TRANSP/ETC,,M,,,90000,19970101,,*
2,11093,1,243.4,PC,SEXUAL BATTERY,,M,,,94600,19850101,,*
2,11049,1,243.4(A),PC,SEXUAL BATTERY,,F,,,21600,19850101,20201027,*
2,11073,1,243.4(A),PC,SEXUAL BATTERY,*,M,,,94600,19850101,20201027,*
1,11051,1,243.4(B),PC,SEX BAT:MEDICLY INST PRSN,,F,,,21600,19850101,,*
1,11094,1,243.4(B),PC,SEX BATT:MED INST PERSON,*,M,,,94600,19850101,,*
2,11081,1,243.4(C),PC,SEXUAL BATT:UNCONS PERSON,,F,UNS,,21600,19860101,20201111,*
2,11082,1,243.4(C),PC,SEXUAL BATT:UNCONS PERSON,*,M,UNC,,94600,19860101,20201111,*
1,11053,1,243.4(D),PC,SEXUAL BATT:SEX AROUSAL,,M,,,102700,19900101,,*
1,11083,1,243.4(D),PC,SEXUAL BATT:SEX AROUSAL,*,F,,,21600,19900101,,*
1,11084,1,243.4(E)(1),PC,SEXUAL BATT:SEX AROUSAL,,M,,,102700,19930101,,*
1,11090,1,243.4(J),PC,SEXUAL BATT:W/PR FEL CONV,,F,,,21600,19900101,,*
2,13135,1,243.6,PC,BATT ON SCHOOL EMPLOYEE,*,M,BSE,,89800,19900101,20201027,*
1,13136,1,243.6,PC,BATT ON SCHOOL EMP W/INJ,,F,,,38300,19900101,,*
1,13209,1,243.65(A),PC,BATT ON HIGHWAY WORKER,,M,,,89800,20090101,,*
1,13170,1,243.7,PC,BATTERY AGAINST JUROR/ETC,,F,,,38315,19870101,,*
1,13168,1,243.8(A),PC,BATT AGAINST SPORTS OFCL,,M,,,90010,19920101,,*
2,13227,1,243.83(A),PC,UNLAW COND AT PRO SPORTS,,I,,,169700,20040101,,*
1,13191,1,243.9(A),PC,BATT/GASSING PO/ETC EMP,*,M,,,102700,20000307,,*
1,13192,1,243.9(A),PC,BATT/GASSING PO/ETC EMP,,F,,,15600,20000307,,*
2,13029,1,244,PC,ASLT W/CAUSTIC CHEM/ETC,,F,,,16000,18720101,20201027,*
2,13127,1,244.5(B),PC,ASSAULT W/STUN GUN/TASER,,F,TSR,,39300,19880101,20090101,*
1,13210,1,244.5(B),PC,ASLT W/STUN GUN/LL WEAPON,,F,LLW,,39300,19850101,,*
1,13211,1,244.5(B),PC,ASLT W/STUN GUN/LL WPN,*,M,AST,,90700,19850101,,*
2,13145,1,244.5(C),PC,ASLT PO W/STUN GUN/TASER,,F,STN,,22250,19860101,20090101,*
1,13212,1,244.5(C),PC,ASLT PO W/STUN GUN/LL WPN,,F,LPN,,22250,19850101,,*
1,13213,1,244.5(C),PC,ASLT PO W/STUN GUN/LL WPN,*,M,,,90700,19850101,,*
2,13094,1,245(A)(1),PC,FORCE/ADW NOT FIREARM:GBI,,F,,,22400,19820425,20111231,*
2,13175,1,245(A)(1),PC,FORCE/ADW-NOT FIREARM:GBI,*,M,,,90700,19820425,20111231,*
1,13219,1,245(A)(1),PC,ADW NOT FIREARM,,F,,,22400,20120101,,*
1,13220,1,245(A)(1),PC,ADW NOT FIREARM,*,M,,,90700,20120101,,*
1,13095,1,245(A)(2),PC,ASLT W/FIREARM ON PERSON,,F,,,22300,19820425,,*
1,13201,1,245(A)(2),PC,ASLT W/FIREARM ON PERSON,*,M,,,81580,19820425,,*
1,13148,1,245(A)(3),PC,ASLT W/MACHINEGUN ON PRSN,,F,,,4100,19820425,,*
1,13217,1,245(A)(4),PC,ADW/FORCE:POSSIBLE GBI,*,F,,,22400,20120101,,*
1,13218,1,245(A)(4),PC,ADW/FORCE:POSSIBLE GBI,,M,,,90700,20120101,,*
1,13163,1,245(B),PC,ASLT PRSN:SEMIAUTO F/ARM,,F,APS,,4800,19940101,,*
1,13132,1,245(C),PC,ADW NOT F/ARM:PO/FIRE:GBI,,F,ADW,,9200,19900101,,*
2,13133,1,245(D)(1),PC,ASLT PO W/FIREARM,,F,,,4400,19900101,20201027,*
2,13164,1,245(D)(2),PC,ASLT:SEMIAUTO F/ARM:PO/FF,,F,ASF,,3000,19940101,20201124,*
1,13143,1,245(D)(3),PC,ASLT PO W/MACHINEGUN/ETC,,F,,,2600,19900101,,*
1,13116,1,245.2,PC,ADW TRANSP PRSNL/ETC,,F,,,9300,19820427,,*
1,13105,1,245.3,PC,ADW ON CUSTODIAL OFF:GBI,,F,,,9400,19810101,,*
1,13139,1,245.5(A),PC,ADW/GBI SCHL EMP:NO F/ARM,,F,,,9500,19890101,,*
1,13140,1,245.5(B),PC,ASLT SCHOOL EMP W/FIREARM,,F,,,4600,19890101,,*
1,13141,1,245.5(C),PC,ASLT SCH EMP W/STUN GUN,,F,,,22260,19890101,,*
1,13228,1,245.5(C),PC,ASSLT SCHL EMP W/STUN GUN,*,M,,,90300,19890101,,*
2,66155,1,245.6(C),PC,HAZING:WITHOUT SBI,,M,,,98000,20070101,20201113,*
1,66156,1,245.6(D),PC,HAZING:RESULTS DEATH/SBI,,F,,,68350,20070101,,*
1,66157,1,245.6(D),PC,HAZING:RESULT DEATH/SBI,*,M,,,98000,20070101,,*
1,13106,1,246,PC,SHOOT:INHAB DWELL/VEH/ETC,,F,,,7500,19780101,,*
1,13193,1,246,PC,SHOOT:INHAB DWELL/VEH/ETC,*,M,,,81580,19780101,,*
2,52176,1,246.3,PC,ILL FIREARM DISCH W/NEGL,,F,,,39690,19890926,20061230,*
2,52295,1,246.3,PC,SHOOT FIREARM NEGLIGENTLY,*,M,,,90815,19890926,20061230,*
1,52387,1,246.3(A),PC,WIL DISCH F/ARM W/GRS NEG,,F,,,39690,20070101,,*
1,52388,1,246.3(A),PC,WIL DISCH F/ARM W/GRS NEG,*,M,,,90815,20070101,,*
2,52389,1,246.3(B),PC,DISCH BB DEVICE:GRS NEGL,,M,,,90815,20070101,20201108,*
1,13147,1,247(A),PC,SHOOT AT UNOCC AIRCRAFT,,F,,,24210,19870101,,*
1,13156,1,247(B),PC,SHOOT UNOC DWELL/VEH/ETC,,F,,,39700,19880915,,*
1,13160,1,247.5,PC,DSCHRG LASER:OCC AIRCRAFT,,F,,,39715,19870101,,*
1,13189,1,247.5,PC,DISCH LASER:OCC AIRCRAFT,*,M,,,90815,19870101,,*
1,13186,1,248,PC,IMPAIR AIRCRAFT:LIGHT/ETC,,M,AIR,,90820,19990101,,*
1,11054,1,261(A)(1),PC,RAPE:VICT INCPBL OF CNSNT,,F,,,5400,19910101,,*
1,11055,1,261(A)(2),PC,RAPE BY FORCE/FEAR/ETC,,F,,,5400,19910101,,*
2,11056,1,261(A)(3),PC,RAPE OF DRUGGED VICTIM,,F,,,5400,19910101,20201027,*
1,11057,1,261(A)(4),PC,RAPE:VICT UNCONSC OF ACT,,F,,,5400,19910101,,*
1,11085,1,261(A)(4)(A),PC,RAPE:VICT UNCONSCIOUS,,F,,,5400,19910101,,*
1,11086,1,261(A)(4)(B),PC,RAPE:VICTIM NOT AWARE,,F,,,5400,19910101,,*
1,11087,1,261(A)(4)(C),PC,RAPE:VICTIM OF PERP FRAUD,,F,,,5400,19910101,,*
1,11088,1,261(A)(4)(D),PC,RAPE:VIC UNAWR:FRAUD MISR,,F,,,5400,19910101,,*
2,11058,1,261(A)(5),PC,RAPE:VICT THINKS SPOUSE,,F,,,5400,19910101,20130908,*
2,11103,1,261(A)(5),PC,RAPE:VICT KNOWS PERSON,,F,,,5400,20130909,20201124,*
1,11059,1,261(A)(6),PC,RAPE:THREAT RETALIATION,,F,,,5400,19910101,,*
2,11060,1,261(A)(7),PC,RAPE:THREAT:AUTH:ARST/ETC,,F,,,5400,19910101,20201124,*
1,36091,1,261.5(A),PC,SEX INTERCOURSE W/MNR -18,,F,,,42600,19940101,,*
1,36094,1,261.5(B),PC,SEX W/MINOR:+ OR - 3 YRS,,M,,,103650,19940101,,*
1,36093,1,261.5(C),PC,SEX W/MINOR:3+ YRS YOUNGR,,F,,,42600,19940101,,*
2,36096,1,261.5(C),PC,SEX W/MINOR:SPEC CIRC,*,M,,,91150,19940101,20201103,*
1,36092,1,261.5(D),PC,SEX W/MNR:PERP 21+ VIC-16,,F,,,21950,19940101,,*
1,36095,1,261.5(D),PC,SEX W/MINOR -16:PERP 21+,*,M,,,91150,19940101,,*
1,11062,1,262(A)(1),PC,RAPE SPOUSE BY FORCE/ETC,,F,,,6490,19940101,,*
2,11067,1,262(A)(2),PC,RAPE SPOUSE UND C/SUB/ETC,,F,,,6490,19940101,20201027,*
1,11070,1,262(A)(3),PC,RAPE:SPOUSE UNCON OF ACT,,F,,,6490,19940101,,*
1,11071,1,262(A)(4),PC,RAPE SPOUS:THRET RETALIAT,,F,,,6490,19940101,,*
2,11072,1,262(A)(5),PC,RAPE SPOUS:THRET:ARST/ETC,,F,,,6490,19940101,20201124,*
1,11104,1,264(C)(1),PC,RAPE:UPON CHILD-14 YRS,,F,,,2494,20100909,,*
1,11105,1,264(C)(2),PC,RAPE:MINOR 14+ YEARS,,F,,,2497,20100909,,*
2,11018,1,264.1,PC,RAPE/ETC:CNCRT FORCE/VIOL,,F,,,3300,19671108,20100908,*
2,11097,1,264.1(A),PC,RAPE/ETC:CNCRT FORCE/VIOL,,F,,,3300,20100909,20201027,*
2,11098,1,264.1(B)(1),PC,RAPE:CNCRT/FORCE:CHILD-14,,F,,,2492,20100909,20201027,*
2,11099,1,264.1(B)(2),PC,RAPE:CNCRT/FORCE:MNR 14+,,F,,,2497,20100909,20201027,*
1,10007,1,265,PC,ABDUCT WOMEN FOR MARRIAGE,,F,,,29400,18720101,,*
2,40004,1,266,PC,ENTICE MIN FEM: PROSTITU,,F,MNP,,37840,18720101,20191231,*
2,40049,1,266,PC,ENTICE MINOR FEM:PROSTITU,*,M,,,94600,18720101,20191231,*
1,40055,1,266,PC,ENTICE MNR FOR PROST/ETC,,M,EMP,,94600,20191231,,*
1,40056,1,266,PC,ENTICE MNR FOR PROST/ETC,,F,EPF,,37840,20191231,,*
2,40005,1,266A,PC,TAKE PRSN TO PROSTITUTE,,F,,,37840,19050101,20201104,*
